,race,marital-status,relationship,gender,workclass,capital-gain,income
305,1,0,0,0,1,0,0
306,1,1,1,1,1,0,1
307,1,0,0,0,1,0,0
308,1,0,0,0,1,0,0
309,1,0,0,0,1,0,0
310,1,1,1,1,0,0,0
311,1,0,0,0,1,0,0
312,1,1,1,1,1,0,1
313,1,0,0,1,1,0,0
314,1,1,1,1,1,0,0
315,1,1,1,1,1,0,1
316,1,1,1,1,1,1,1
317,1,0,0,0,1,0,1
318,0,0,0,0,1,1,1
319,1,1,1,1,1,1,1
320,1,0,0,0,1,0,0
321,1,0,0,1,1,0,0
322,1,0,0,1,1,0,0
323,1,0,0,0,0,0,0
324,1,1,1,0,1,0,1
325,1,1,1,1,1,0,1
326,0,1,1,1,1,0,1
327,1,0,0,1,1,0,0
328,1,1,1,1,0,1,1
329,0,0,0,1,0,0,0
330,0,0,0,0,1,0,0
331,1,1,1,1,1,0,0
332,1,0,0,1,1,0,0
333,1,0,0,1,1,0,0
334,1,1,0,0,0,0,0
335,1,1,1,1,1,0,1
336,1,1,1,1,0,0,1
337,1,1,1,1,1,0,0
338,1,1,1,1,0,0,1
339,1,1,1,0,0,0,0
340,1,0,0,0,1,0,0
341,1,1,1,1,1,0,0
342,1,0,0,1,1,0,0
343,1,1,1,1,1,0,0
344,1,1,1,1,0,0,0
345,1,0,0,1,0,0,0
346,1,1,1,1,1,0,1
347,0,1,1,0,1,0,0
348,0,0,0,0,1,0,0
349,1,0,0,1,1,0,0
350,0,1,1,1,0,0,1
351,1,0,0,0,1,0,0
352,1,1,1,0,0,0,1
353,0,0,0,0,1,0,0
354,1,1,1,1,1,0,1
355,1,1,1,1,1,0,0
356,0,0,0,0,1,0,0
357,1,0,0,0,1,0,0
358,1,1,1,0,0,0,0
359,1,1,1,1,1,0,1
360,1,0,0,0,1,0,1
361,0,0,0,1,1,0,0
362,1,0,0,0,0,0,0
363,1,0,0,0,1,0,0
364,0,0,0,1,1,0,0
365,0,1,1,1,1,0,1
366,0,1,1,1,1,0,0
367,1,1,1,1,1,0,0
368,1,0,0,0,1,0,0
369,1,0,0,0,1,0,0
370,1,0,0,0,1,0,0
371,1,1,1,1,1,0,0
372,1,0,0,1,1,0,0
373,1,0,0,0,1,0,0
374,1,0,0,1,1,0,0
375,1,0,0,0,1,0,0
376,1,1,1,0,1,0,1
377,1,0,0,0,1,0,0
378,1,1,1,0,1,0,1
379,1,0,0,1,1,0,0
380,1,1,1,1,0,0,0
381,1,1,1,1,1,0,1
382,1,1,1,1,1,0,0
383,0,1,0,1,0,0,0
384,1,1,1,1,0,1,1
385,1,0,0,1,0,0,0
386,1,0,0,0,1,0,0
387,1,0,0,1,1,0,0
388,1,0,0,1,1,0,0
389,0,0,0,0,1,0,0
390,1,0,0,1,1,0,1
391,1,0,0,0,1,0,0
392,1,0,0,0,1,0,0
393,1,0,0,0,1,0,0
394,1,1,1,1,0,0,0
395,0,0,0,1,1,0,0
396,0,1,1,0,1,0,1
397,0,0,0,0,1,0,0
398,1,1,1,1,0,0,0
399,1,1,1,1,1,0,1
400,1,1,1,1,0,0,0
401,1,1,1,1,1,0,1
402,1,1,1,1,1,0,0
403,1,1,1,1,1,0,0
404,1,0,0,0,1,0,0
405,1,1,1,1,0,0,0
406,1,0,0,0,1,0,0
407,1,1,1,1,1,0,1
408,1,1,1,1,1,0,0
409,1,0,0,1,1,0,0
410,1,0,0,1,1,0,0
411,0,0,0,1,1,0,0
412,1,1,1,1,0,0,0
413,1,1,1,1,0,0,0
414,1,1,1,1,0,0,1
415,1,0,0,1,1,0,0
416,1,0,0,0,0,0,0
417,1,0,0,1,1,0,0
418,1,0,0,1,0,0,0
419,1,1,1,1,1,0,1
420,1,0,0,0,1,0,0
421,1,1,1,1,1,0,0
422,1,1,1,0,0,0,0
423,1,1,1,1,1,0,0
424,1,1,1,1,1,0,0
425,1,1,1,1,0,0,0
426,1,1,1,1,0,0,0
427,1,0,0,1,0,0,0
428,0,1,1,1,0,0,1
429,1,1,1,1,1,0,0
430,1,1,1,1,1,0,0
431,1,0,0,1,1,0,0
432,1,0,0,1,1,0,0
433,1,0,0,1,0,0,1
434,1,0,0,1,1,0,0
435,1,0,0,0,0,0,0
436,1,1,1,1,1,0,0
437,1,0,0,1,1,0,0
438,1,1,1,0,1,0,0
439,1,0,0,0,1,0,0
440,1,1,1,0,1,0,0
441,1,0,0,1,1,0,0
442,0,0,0,1,1,0,0
443,1,0,0,1,1,1,1
444,1,0,0,0,1,0,0
445,1,0,0,1,1,0,0
446,1,0,0,1,1,0,0
447,1,0,0,1,1,0,0
448,1,0,0,1,1,0,0
449,1,1,1,1,1,0,0
450,1,0,0,1,1,0,0
451,1,0,0,1,1,0,0
452,1,1,1,1,1,0,0
453,0,1,1,1,1,0,0
454,0,1,1,1,0,0,0
455,1,1,1,1,1,0,0
456,1,0,0,1,1,0,0
457,1,0,0,1,1,0,0
458,0,0,0,1,1,0,0
459,1,0,0,0,0,0,0
460,1,1,1,1,0,0,1
461,1,1,1,1,1,0,0
462,1,1,1,1,0,0,0
463,1,0,0,0,1,0,0
464,1,1,1,1,0,0,0
465,1,0,0,0,1,0,0
466,1,1,1,1,1,1,1
467,1,0,0,0,0,0,0
468,1,1,1,1,0,0,1
469,1,0,0,1,1,0,0
470,1,0,0,0,1,0,0
471,0,0,0,1,1,0,0
472,1,0,0,0,1,0,0
473,1,0,0,1,1,0,0
474,1,0,0,0,1,0,0
475,1,1,1,1,1,0,0
476,0,1,1,1,0,0,0
477,1,0,0,0,1,0,0
478,1,1,1,1,0,0,1
479,1,1,1,1,0,0,0
480,1,0,0,1,1,0,0
481,1,1,1,1,0,0,0
482,0,0,0,0,1,0,0
483,1,1,1,1,1,0,0
484,1,1,1,1,0,0,0
485,1,0,0,0,1,0,0
486,1,1,1,1,1,1,1
487,0,0,0,1,1,0,0
488,1,0,0,0,0,0,0
489,1,0,0,0,1,0,0
490,0,1,1,1,1,0,0
491,1,1,1,1,0,0,0
492,1,1,1,0,1,0,0
493,1,0,0,1,1,0,0
494,1,1,1,1,1,1,1
495,1,1,1,1,1,0,1
496,1,0,0,1,1,0,0
497,1,1,1,1,1,0,0
498,1,1,1,1,1,0,1
499,1,0,0,0,1,0,1
500,1,0,0,0,1,0,0
501,1,1,1,1,1,0,1
502,1,1,1,1,1,0,0
503,1,1,1,1,1,0,0
504,1,1,1,1,1,0,0
505,1,1,0,1,1,0,0
506,0,1,1,1,0,0,1
507,1,0,0,1,1,0,0
508,1,0,0,1,1,0,0
509,1,1,1,1,0,0,0
510,0,0,0,1,1,1,1
511,1,1,1,1,1,0,0
512,1,1,1,1,0,0,1
513,1,1,1,1,0,0,0
514,1,1,1,1,1,0,1
515,1,1,1,1,1,0,0
516,1,0,0,0,1,0,0
517,0,0,0,0,1,0,0
518,1,0,0,0,1,0,0
519,1,1,1,1,0,0,1
520,0,0,0,1,1,0,0
521,1,0,0,1,1,0,0
522,1,1,1,1,1,0,1
523,1,0,0,0,0,0,0
524,1,1,1,1,0,0,0
525,1,0,0,0,1,0,0
526,1,1,1,1,1,0,0
527,1,0,0,0,0,0,0
528,1,1,1,1,0,0,0
529,1,0,0,0,1,0,0
530,1,1,1,1,1,0,1
531,1,1,1,0,1,1,1
532,1,1,1,1,0,0,0
533,1,1,1,1,1,0,0
534,1,1,1,1,1,0,1
535,1,1,1,1,1,0,1
536,1,1,1,1,1,0,1
537,1,1,1,0,0,0,1
538,1,0,0,1,1,1,1
539,0,0,0,0,1,0,0
540,1,0,0,1,1,0,1
541,1,0,0,1,1,0,0
542,1,1,1,1,1,0,0
543,1,1,1,1,0,1,0
544,0,0,0,0,1,0,0
545,1,0,0,1,1,0,0
546,1,0,0,1,1,0,0
547,1,1,1,1,1,0,1
548,0,0,0,0,0,1,0
549,1,0,0,0,0,0,0
550,1,1,1,1,1,0,1
551,1,0,0,0,1,0,0
552,0,0,0,0,1,0,0
553,1,1,1,1,0,0,0
554,1,1,1,1,0,0,0
555,0,0,0,1,1,0,0
556,1,1,1,0,1,0,1
557,1,0,0,1,1,0,0
558,1,0,0,1,1,0,0
559,1,1,1,1,0,0,0
560,1,0,0,0,1,0,0
561,1,0,0,0,1,0,0
562,1,1,1,1,0,0,0
563,0,0,0,1,1,0,0
564,0,0,0,1,0,0,0
565,1,1,1,1,1,0,0
566,1,1,1,1,1,1,1
567,0,0,0,1,1,0,0
568,1,1,1,1,1,0,0
569,1,1,1,1,1,0,0
570,1,0,0,1,1,0,0
571,1,1,1,1,1,0,0
572,1,1,1,1,1,0,0
573,1,1,1,1,1,1,1
574,1,1,1,1,1,0,0
575,1,0,0,0,1,0,0
576,1,0,0,1,1,0,0
577,1,0,0,1,1,0,0
578,1,1,1,1,1,0,0
579,1,1,1,1,1,0,1
580,1,1,1,1,0,1,1
581,1,1,1,1,0,0,0
582,1,1,1,1,1,0,0
583,1,0,0,1,0,0,0
584,0,0,0,0,1,0,0
585,0,0,0,1,1,0,0
586,1,0,0,0,1,0,0
587,1,1,0,1,1,0,0
588,1,1,1,1,0,1,1
589,1,1,1,1,1,0,0
590,1,0,0,1,0,0,1
591,1,0,0,1,1,0,0
592,1,1,1,0,0,0,1
593,1,1,1,1,0,1,1
594,0,0,0,1,1,0,0
595,1,0,0,0,1,0,0
596,1,0,0,0,1,0,0
597,0,0,0,0,0,0,0
598,1,1,1,1,1,0,0
599,1,0,0,0,1,0,0
600,1,1,1,0,0,1,1
601,1,1,1,1,1,0,0
602,0,1,1,1,0,0,1
603,0,0,0,0,1,0,0
604,1,1,1,1,0,0,1
605,1,0,0,1,1,0,0
606,1,0,0,1,1,0,0
607,1,1,1,0,1,0,1
608,1,1,1,1,1,0,0
609,0,0,0,1,1,0,0
610,0,0,0,0,1,0,0
611,1,1,1,1,1,0,0
612,1,0,0,0,1,0,0
613,1,0,0,1,1,1,0
614,0,1,1,1,0,0,0
615,1,0,0,0,1,0,0
616,1,0,0,0,1,0,0
617,0,0,0,0,0,0,0
618,1,1,1,1,0,0,1
619,1,0,0,0,1,0,0
620,1,0,0,0,1,0,0
621,0,0,0,1,1,0,0
622,0,0,0,0,1,0,0
623,1,0,0,0,1,0,0
624,1,1,1,1,0,1,1
625,1,0,0,1,0,0,0
626,1,0,0,1,0,0,0
627,1,1,1,1,1,0,0
628,1,1,1,1,1,0,0
629,1,1,1,1,1,1,0
630,0,0,0,1,0,0,0
631,1,1,1,1,0,0,1
632,1,0,0,0,1,0,0
633,1,1,1,1,0,0,0
634,1,1,1,1,1,0,1
635,1,0,0,0,1,0,0
636,1,1,1,1,1,1,1
637,1,1,1,1,1,0,0
638,1,0,0,0,1,0,0
639,1,0,0,0,1,0,0
640,1,0,0,1,1,0,0
641,1,1,1,1,0,0,1
642,1,1,1,1,1,0,1
643,1,0,0,1,1,0,0
644,1,1,1,1,1,0,0
645,1,0,0,1,0,1,1
646,1,0,0,0,0,0,0
647,1,0,0,0,1,0,0
648,1,1,1,0,1,0,0
649,1,0,0,1,1,0,0
650,1,1,1,1,0,0,1
651,1,1,1,1,0,0,0
652,1,1,1,1,1,0,0
653,1,0,0,1,1,0,1
654,1,1,1,1,0,0,1
655,1,0,0,1,1,0,0
656,1,1,1,1,0,0,1
657,1,0,0,1,0,0,0
658,1,1,1,1,1,0,1
659,1,1,1,1,0,0,1
660,1,1,1,1,1,0,1
661,1,0,0,1,1,0,0
662,1,1,1,1,1,0,0
663,1,1,0,0,0,0,0
664,0,1,1,1,0,0,0
665,1,0,0,0,1,0,0
666,1,0,0,1,0,0,0
667,0,1,1,1,0,1,1
668,0,0,0,0,1,0,0
669,1,0,0,1,1,0,0
670,1,1,1,1,1,0,0
671,1,1,1,1,1,0,0
672,1,1,1,1,0,0,1
673,1,0,0,1,1,0,0
674,1,0,0,1,0,0,0
675,1,1,1,1,1,0,0
676,1,1,1,1,0,0,1
677,1,1,1,1,1,0,1
678,1,0,0,1,0,0,0
679,0,1,0,0,0,0,0
680,1,1,1,0,1,0,0
681,1,1,1,1,1,0,0
682,1,1,1,1,1,0,0
683,1,1,1,1,0,0,0
684,1,0,0,1,1,0,0
685,0,0,0,0,1,0,0
686,0,1,0,1,0,0,0
687,0,0,0,0,0,0,1
688,0,1,1,0,0,0,1
689,0,1,1,1,0,0,0
690,0,1,1,0,0,0,1
691,1,1,1,1,0,0,0
692,1,0,0,1,1,0,0
693,0,0,0,0,1,0,0
694,1,0,0,0,0,0,1
695,1,1,1,1,0,0,1
696,1,0,0,1,0,0,0
697,1,0,0,0,1,0,0
698,1,1,1,1,1,0,0
699,1,0,0,1,1,0,0
700,1,0,0,1,0,0,0
701,1,1,1,0,0,0,1
702,1,0,0,0,1,0,1
703,1,0,0,1,1,0,0
704,1,0,0,0,1,0,0
705,1,0,0,0,1,0,0
706,1,0,0,0,1,0,0
707,1,1,1,1,0,0,1
708,1,0,0,0,1,0,0
709,0,0,0,0,1,0,0
710,1,0,0,1,1,0,0
711,1,0,0,0,1,0,0
712,1,1,1,1,1,1,0
713,1,1,1,1,0,0,0
714,1,1,1,1,1,0,1
715,1,0,0,1,1,0,0
716,1,0,0,0,1,0,0
717,0,1,1,1,1,0,0
718,1,0,0,0,1,0,0
719,1,1,1,1,1,0,0
720,1,1,1,1,1,0,0
721,1,1,1,1,1,0,0
722,1,1,1,1,1,0,1
723,1,1,1,1,1,1,0
724,1,1,1,1,1,0,1
725,1,0,0,0,0,0,1
726,1,0,0,1,1,0,0
727,1,1,0,0,0,0,0
728,0,0,0,0,1,0,0
729,1,0,0,1,1,0,0
730,1,1,1,1,0,0,0
731,1,1,0,1,0,0,0
732,1,1,1,1,0,0,1
733,1,0,0,0,0,0,0
734,1,1,1,1,1,0,0
735,1,0,0,0,1,0,0
736,0,1,1,1,0,0,1
737,1,0,0,1,1,0,0
738,1,0,0,0,1,0,0
739,1,1,1,1,0,0,1
740,0,1,1,1,1,0,0
741,1,1,1,1,1,0,0
742,1,0,0,1,1,0,0
743,1,1,1,1,1,0,0
744,1,1,1,1,1,0,1
745,1,0,0,0,0,0,0
746,1,1,1,1,0,0,1
747,1,0,0,1,1,0,0
748,1,0,0,1,1,0,0
749,0,1,0,1,0,0,0
750,1,1,1,1,1,0,1
751,1,1,1,1,0,0,0
752,1,1,1,1,1,0,1
753,1,0,0,0,0,0,0
754,1,0,0,1,1,0,0
755,1,0,0,0,0,0,0
756,0,0,0,0,0,0,0
757,1,0,0,0,1,0,0
758,1,0,0,1,1,0,0
759,1,0,0,1,1,0,0
760,1,1,1,1,1,0,0
761,1,1,0,0,1,0,0
762,1,0,0,0,1,0,0
763,1,0,0,0,1,0,0
764,1,1,1,1,1,1,1
765,1,1,1,1,1,0,1
766,1,1,1,0,0,0,0
767,1,0,0,1,1,0,0
768,1,1,1,1,1,0,0
769,1,0,0,0,0,0,1
770,1,1,1,1,1,0,0
771,1,0,0,1,1,0,0
772,1,1,1,1,1,0,0
773,1,1,1,1,1,0,0
774,1,1,1,1,0,0,0
775,1,1,1,1,1,0,0
776,1,1,1,1,1,0,0
777,1,0,0,1,0,0,0
778,1,0,0,1,1,0,0
779,0,0,0,0,1,0,0
780,0,0,0,0,0,0,0
781,1,1,1,1,1,0,1
782,1,1,1,1,0,0,0
783,1,1,1,1,1,0,0
784,1,0,0,1,1,0,0
785,1,0,0,1,1,0,0
786,1,1,1,1,0,0,1
787,1,0,0,1,1,0,0
788,1,1,1,1,0,0,0
789,1,0,0,1,1,0,0
790,1,1,1,1,0,0,0
791,0,1,1,1,1,0,1
792,1,0,0,1,1,0,0
793,1,1,1,1,0,0,1
794,1,1,1,1,1,0,0
795,0,0,0,0,0,0,0
796,1,1,1,1,0,0,0
797,1,0,0,0,1,0,0
798,1,1,1,1,0,0,0
799,1,0,0,1,1,0,0
800,1,0,0,1,1,0,0
801,1,1,1,1,0,0,0
802,1,1,1,1,1,0,0
803,1,1,1,1,0,0,0
804,1,0,0,1,1,0,0
805,1,1,1,0,0,0,0
806,1,0,0,1,1,0,0
807,1,1,1,1,1,0,1
808,0,0,0,1,1,0,0
809,0,1,1,1,1,0,1
810,1,0,0,0,1,0,0
811,1,0,0,1,1,0,0
812,1,1,1,1,1,0,1
813,1,1,1,1,0,0,1
814,1,0,0,0,1,0,0
815,1,1,1,1,1,1,1
816,1,0,0,0,0,0,0
817,0,1,1,1,1,0,1
818,1,1,1,1,0,0,0
819,1,1,1,1,1,0,0
820,1,1,1,1,1,1,1
821,1,0,0,1,0,0,0
822,1,1,1,1,1,0,0
823,1,1,1,1,1,0,1
824,1,0,0,0,1,0,0
825,1,1,1,1,1,0,0
826,0,0,0,0,0,0,0
827,1,1,1,1,1,0,1
828,1,1,0,1,1,0,0
829,1,0,0,1,1,0,0
830,1,1,1,1,0,1,1
831,1,0,0,1,1,0,0
832,1,1,1,1,1,0,1
833,1,1,1,1,1,0,1
834,1,1,1,1,1,1,1
835,1,0,0,0,1,0,0
836,1,0,0,1,1,0,0
837,0,0,0,1,1,0,0
838,1,1,1,1,1,0,0
839,1,1,1,1,0,0,1
840,1,1,1,1,0,0,0
841,1,1,1,1,0,0,1
842,1,1,1,1,1,0,0
843,1,0,0,1,1,0,0
844,1,1,0,0,1,0,0
845,1,1,1,1,1,0,0
846,1,1,1,1,1,0,1
847,1,0,0,1,1,0,0
848,1,1,1,1,1,0,1
849,0,1,1,1,1,0,1
850,1,0,0,1,0,0,0
851,1,1,1,1,1,0,0
852,1,1,1,1,1,0,1
853,1,1,1,1,0,0,0
854,1,1,1,1,1,0,0
855,1,0,0,1,1,0,0
856,1,1,1,1,1,0,0
857,1,0,0,1,1,0,0
858,1,1,1,1,0,0,0
859,1,1,1,1,0,0,0
860,1,0,0,0,1,0,0
861,1,1,1,1,0,0,0
862,1,1,1,1,1,0,0
863,1,1,1,1,1,0,0
864,1,1,1,1,0,0,0
865,1,0,0,0,1,0,0
866,1,1,1,1,0,0,1
867,1,0,0,0,0,0,0
868,0,0,0,1,1,0,0
869,0,1,1,1,1,0,0
870,0,1,1,1,1,0,1
