,age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
150,3,3,3,5,12,4,5,2,1,1,3,2,1
151,7,6,6,3,4,1,5,2,1,1,3,2,2
152,4,3,8,3,4,1,5,2,1,1,3,2,2
153,9,5,4,3,10,1,5,2,1,1,2,2,2
154,6,3,5,3,3,1,5,2,1,1,3,2,1
155,2,3,5,5,6,5,5,2,1,1,2,2,1
156,9,2,5,1,4,2,5,2,1,1,3,2,1
157,8,3,5,3,10,1,5,2,1,2,3,2,2
158,4,3,6,5,10,2,5,2,1,1,3,2,1
159,3,3,3,5,1,2,5,1,1,1,3,2,1
160,10,3,9,3,4,1,5,2,1,1,4,2,1
161,7,2,6,6,1,5,3,1,1,1,3,2,1
162,5,3,8,3,4,1,5,2,1,1,3,2,2
163,2,3,2,3,7,1,5,2,1,1,3,2,1
164,6,3,8,3,7,1,5,2,1,1,3,2,1
165,4,4,5,3,12,1,5,2,1,1,4,2,2
166,5,3,8,3,7,1,5,2,1,2,3,2,2
167,4,3,6,5,4,4,5,2,1,1,3,2,1
168,9,4,8,3,4,1,5,2,1,1,3,2,2
169,5,3,3,7,4,2,5,1,1,1,4,2,1
170,6,3,5,1,12,5,3,1,1,1,3,2,1
171,8,3,5,1,6,2,5,2,1,1,3,2,1
172,2,3,5,5,7,2,5,2,1,1,4,2,1
173,2,3,5,5,8,2,5,1,1,1,3,2,1
174,4,3,3,3,4,1,5,2,1,2,3,2,2
175,5,3,3,6,10,2,5,2,1,1,4,2,2
176,7,3,8,1,1,2,3,1,1,1,3,2,1
177,3,3,5,5,10,5,3,1,1,1,4,2,1
178,4,3,8,1,4,5,5,1,1,1,3,2,1
179,6,3,8,5,14,2,5,2,1,1,3,2,1
180,6,4,7,3,10,6,5,1,1,1,4,2,2
181,2,3,5,5,7,2,5,1,1,1,3,2,1
182,3,3,5,3,6,1,5,2,1,1,3,2,2
183,8,2,8,3,11,1,5,2,1,1,3,2,2
184,3,4,3,3,4,1,5,2,1,1,4,2,1
185,9,3,3,1,3,2,5,2,1,1,3,2,1
186,7,2,3,1,10,5,5,1,1,1,3,2,1
187,8,3,2,3,10,1,5,2,1,1,3,2,2
188,4,4,3,3,12,1,5,2,1,1,4,2,1
189,7,3,10,3,3,1,3,2,1,1,3,2,1
190,12,2,5,3,4,1,5,2,1,1,2,2,1
191,4,3,3,3,10,6,5,1,1,1,4,2,2
192,4,3,8,3,12,1,5,2,1,1,4,2,2
193,2,3,9,5,12,2,5,2,1,1,1,2,1
194,3,3,8,5,8,4,5,1,1,1,4,2,1
195,5,1,2,1,3,5,5,1,1,1,3,2,1
196,5,3,3,3,14,1,5,2,1,1,3,2,1
197,2,3,3,5,13,4,3,1,1,1,3,2,1
198,7,3,5,3,7,1,5,2,1,1,3,2,1
199,4,1,5,5,8,2,5,2,1,1,3,2,1
200,2,3,10,5,7,3,5,2,1,1,3,1,1
201,4,3,2,6,3,2,5,2,1,1,3,2,1
202,2,3,3,5,4,2,5,1,1,1,3,2,1
203,4,3,3,3,1,1,2,2,1,1,3,1,1
204,3,3,5,5,7,2,2,1,1,1,3,1,1
205,5,3,5,5,3,5,5,2,1,1,3,2,1
206,8,4,5,3,12,1,5,2,1,1,3,2,2
207,10,2,9,3,14,1,5,2,1,1,3,2,2
208,6,3,8,3,3,1,5,2,1,1,3,2,1
209,7,3,3,3,10,1,5,2,1,1,3,2,2
210,8,2,5,3,4,1,5,2,1,1,3,2,1
211,2,3,9,5,9,4,5,2,1,1,3,2,1
212,5,3,7,3,10,1,5,2,1,1,4,2,1
213,9,3,6,5,4,5,2,1,1,1,4,1,1
214,4,3,5,3,13,1,5,2,1,1,3,2,2
215,14,5,5,3,8,1,5,2,1,1,2,2,1
216,4,3,2,1,13,5,5,1,1,1,4,2,1
217,8,3,8,3,13,1,5,2,1,1,3,2,1
218,6,3,5,5,8,5,3,1,1,1,2,1,1
219,3,3,8,5,12,2,5,1,1,1,3,2,1
220,4,3,5,3,14,1,5,2,1,1,3,2,1
221,3,2,5,5,8,4,5,1,1,1,3,2,1
222,9,5,5,3,3,1,5,2,1,2,4,2,1
223,2,3,8,5,8,4,5,1,1,1,1,2,1
224,10,5,8,3,14,1,5,2,1,1,3,2,1
225,2,1,8,5,1,4,5,1,1,1,2,2,1
226,5,3,5,3,6,1,5,2,1,1,3,2,1
227,3,3,5,3,12,4,5,1,1,1,3,2,1
228,7,3,5,3,14,1,5,2,1,1,4,2,2
229,6,6,5,3,7,1,5,2,1,1,3,2,1
230,2,3,8,5,12,4,5,2,1,1,1,2,1
231,5,3,2,5,3,2,5,2,1,1,4,2,1
232,2,3,3,3,10,1,5,2,1,1,3,2,2
233,3,3,3,5,13,4,5,2,1,1,4,2,1
234,2,3,8,5,7,3,5,2,1,1,3,2,1
235,10,1,8,1,13,2,3,2,1,1,3,2,1
236,5,3,5,5,8,2,3,1,1,1,3,2,1
237,4,6,5,5,8,2,5,2,1,1,3,2,1
238,12,5,7,5,10,2,5,2,1,2,2,2,1
239,8,3,8,3,4,6,5,1,1,1,4,2,1
240,3,2,6,5,10,2,5,2,1,1,3,2,1
241,3,3,8,5,10,2,5,1,1,1,3,2,1
242,3,3,3,5,1,4,5,1,1,1,3,2,1
243,3,3,6,5,4,2,5,1,1,1,3,2,1
244,3,3,8,3,6,1,5,2,1,1,3,2,2
245,3,3,9,3,3,1,5,2,1,1,2,2,1
246,4,3,9,3,12,6,5,1,1,1,2,2,1
247,3,3,5,3,4,1,5,2,1,1,4,2,1
248,9,3,9,3,14,1,5,2,1,1,3,2,2
249,10,3,8,3,4,6,5,1,1,1,3,2,2
250,7,6,6,5,4,2,5,2,1,1,3,2,1
251,2,3,5,5,8,4,1,1,1,1,3,2,1
252,6,3,5,1,8,2,3,2,1,1,4,2,1
253,2,3,9,5,6,4,5,2,1,1,2,2,1
254,9,4,3,3,3,1,5,2,1,1,4,2,2
255,2,3,8,5,11,2,3,2,1,1,4,2,1
256,5,1,5,3,3,1,5,2,1,1,3,2,2
257,4,3,5,3,6,1,5,2,1,1,3,2,2
258,2,3,5,5,6,2,5,1,1,1,2,2,1
259,4,3,8,1,13,5,5,1,1,1,3,2,1
260,4,3,3,3,12,1,3,2,1,1,4,2,1
261,6,3,8,5,7,2,5,1,1,1,3,2,1
262,2,3,5,5,7,4,3,2,1,1,3,2,1
263,7,3,8,3,11,1,5,2,1,1,3,2,2
264,10,1,8,3,14,1,3,2,1,1,3,2,1
265,4,3,5,5,4,2,3,2,1,1,3,2,1
266,6,3,5,3,4,1,5,2,1,1,4,2,2
267,10,3,9,3,6,1,5,2,1,1,3,2,1
268,3,3,8,3,12,1,5,2,1,1,3,2,1
269,6,3,9,1,1,5,5,1,1,1,3,2,1
270,2,3,8,3,8,1,5,2,1,1,3,2,1
271,3,3,5,5,7,5,5,2,1,2,3,2,1
272,4,3,9,3,8,1,5,2,1,1,3,1,2
273,2,3,5,5,12,4,5,2,1,1,3,2,1
274,4,5,2,5,5,2,5,2,2,1,4,2,2
275,4,3,5,3,7,3,5,2,1,2,3,2,1
276,5,3,8,3,3,1,5,2,1,1,3,2,2
277,4,3,9,5,6,3,5,2,1,2,3,1,1
278,5,2,8,1,1,5,5,1,1,1,3,2,1
279,3,3,5,1,4,4,5,1,1,1,3,2,1
280,2,3,8,5,6,4,5,2,1,1,2,2,1
281,4,3,5,3,1,4,5,1,1,1,3,2,1
282,2,3,3,5,1,4,5,2,1,1,3,2,1
283,6,4,3,3,4,1,5,2,1,1,4,2,2
284,8,5,5,3,12,1,2,2,1,1,4,1,1
285,9,2,1,3,13,1,5,2,1,1,3,2,2
286,2,3,8,5,6,4,5,2,1,1,3,2,1
287,8,5,8,3,5,1,5,2,1,1,4,2,1
288,6,3,3,1,4,5,5,1,1,1,3,2,2
289,4,3,5,3,1,6,5,1,1,1,3,2,1
290,8,3,8,1,3,2,5,2,1,1,3,2,2
291,2,3,8,5,12,2,5,1,1,1,2,2,1
292,5,3,3,3,4,1,5,2,1,1,3,2,2
293,11,3,5,3,7,1,3,2,1,1,3,2,2
294,2,3,8,1,11,2,5,2,1,1,3,2,1
295,9,4,3,3,4,1,5,2,1,1,3,2,1
296,5,3,5,3,3,1,5,2,1,1,3,2,1
297,8,3,10,3,7,1,5,2,1,1,3,1,1
298,3,3,5,6,6,4,5,2,1,1,3,1,1
299,4,3,6,3,10,1,5,2,1,1,4,2,1
300,7,2,6,1,10,5,5,1,1,1,3,2,1
301,2,3,9,5,8,4,5,2,1,1,1,2,1
302,6,5,8,3,5,1,5,2,1,1,4,2,2
303,2,3,5,5,6,4,5,2,1,1,2,2,1
304,9,3,5,3,3,1,5,2,1,1,3,2,2
305,6,3,5,1,1,5,5,1,1,1,3,2,1
306,4,3,6,3,4,1,5,2,1,2,4,2,2
307,2,3,5,5,12,5,5,1,1,1,3,2,1
308,6,3,9,1,8,5,5,1,1,1,4,1,1
309,9,3,9,7,8,5,5,1,1,1,3,2,1
310,5,4,5,3,5,1,5,2,1,1,4,2,1
311,7,3,3,1,4,5,5,1,1,1,3,2,1
312,3,3,5,3,14,1,5,2,1,1,3,2,2
313,4,3,3,5,3,2,5,2,1,1,3,2,1
314,4,3,10,3,8,1,5,2,1,1,3,1,1
315,5,3,6,3,10,1,5,2,1,1,3,2,2
316,11,3,5,3,4,1,5,2,1,1,3,2,2
317,3,3,3,5,10,2,5,1,1,1,4,2,2
318,5,3,5,1,4,5,3,1,3,1,3,2,2
319,9,3,10,3,3,1,5,2,1,1,4,2,2
320,3,3,5,5,8,4,5,1,1,1,3,2,1
321,4,3,2,1,3,5,5,2,1,1,3,2,1
322,2,3,5,5,6,4,5,2,1,1,2,2,1
323,5,2,5,1,1,5,5,1,1,1,3,2,1
324,4,3,8,3,8,6,5,1,1,1,1,2,2
325,4,3,5,3,14,1,5,2,1,1,4,2,2
326,5,3,3,3,10,1,3,2,1,1,4,2,2
327,4,3,3,5,12,2,5,2,1,1,3,2,1
328,8,5,7,3,10,1,5,2,3,1,4,2,2
329,4,1,1,5,11,2,3,2,1,1,3,2,1
330,5,3,3,5,1,4,3,1,1,1,3,2,1
331,5,3,9,3,3,1,5,2,1,1,3,2,1
332,6,3,8,1,3,2,5,2,1,1,4,2,1
333,9,3,8,1,6,3,5,2,1,1,2,2,1
334,3,2,8,3,4,4,5,1,1,1,3,2,1
335,9,3,5,3,3,1,5,2,1,1,4,2,2
336,6,4,7,3,10,1,5,2,1,1,2,2,2
337,6,3,8,3,12,1,5,2,1,1,4,2,1
338,7,5,8,3,12,1,5,2,1,1,4,2,2
339,4,5,6,3,10,6,5,1,1,1,1,2,1
340,3,3,9,1,8,5,5,1,1,1,3,1,1
341,2,3,8,3,12,1,5,2,1,1,4,2,1
342,6,3,10,6,3,2,5,2,1,1,3,1,1
343,2,3,5,3,3,1,5,2,1,1,3,2,1
344,7,5,3,3,12,1,5,2,1,1,3,2,1
345,4,5,5,5,3,4,5,2,1,1,3,2,1
346,6,3,5,3,4,1,5,2,1,1,3,2,2
347,3,3,3,3,10,6,2,1,1,2,3,2,1
348,2,3,5,5,4,4,2,1,1,1,3,1,1
349,2,3,5,5,3,3,5,2,1,1,1,2,1
350,6,5,5,3,4,1,3,2,1,1,3,2,2
351,3,3,3,1,13,2,5,1,1,1,3,2,1
352,9,5,4,2,4,6,5,1,1,2,3,2,2
353,8,3,5,7,1,5,3,1,1,1,3,2,1
354,3,3,9,3,14,1,5,2,1,1,4,2,2
355,7,3,9,3,8,1,5,2,1,1,3,1,1
356,7,3,5,1,1,5,3,1,1,1,3,2,1
357,6,3,9,7,1,5,5,1,1,1,3,2,1
358,10,5,5,3,1,6,5,1,1,1,3,2,1
359,7,3,5,3,4,1,5,2,1,2,4,2,2
360,8,3,3,1,10,3,5,1,1,1,4,2,2
361,4,3,5,5,14,4,3,2,1,1,3,2,1
362,7,2,6,5,10,2,5,1,1,1,4,2,1
363,2,3,5,5,3,5,5,1,1,1,3,2,1
364,5,3,5,6,7,4,2,2,1,1,4,2,1
365,7,3,3,3,4,1,2,2,1,1,3,1,2
366,5,3,6,3,4,1,2,2,1,1,3,1,1
367,7,3,3,3,4,1,5,2,1,1,3,2,1
368,6,3,3,5,12,2,5,1,1,1,3,2,1
369,3,3,1,5,13,3,5,1,1,1,2,2,1
370,1,3,9,5,12,4,5,1,1,1,2,2,1
371,6,3,5,3,7,1,5,2,1,1,4,2,1
372,5,3,5,5,14,4,5,2,1,1,4,2,1
373,5,3,3,1,1,5,5,1,1,1,3,2,1
374,3,3,5,5,7,2,5,2,1,1,3,2,1
375,3,3,8,5,4,4,5,1,1,1,3,2,1
376,5,3,3,3,10,6,5,1,1,1,2,2,2
377,5,3,9,1,14,5,5,1,1,1,3,2,1
378,4,3,5,3,1,6,5,1,1,1,3,2,2
379,2,3,5,5,6,4,5,2,1,1,4,2,1
380,6,1,9,3,1,1,5,2,1,1,3,1,1
381,8,3,9,3,14,1,5,2,1,1,3,2,2
382,4,3,5,3,6,1,5,2,1,1,2,2,1
383,5,6,8,3,10,3,2,2,1,1,3,1,1
384,8,4,7,3,10,1,5,2,3,1,3,2,2
385,8,4,3,5,4,2,5,2,1,1,3,2,1
386,4,3,5,1,3,2,5,1,1,1,3,2,1
387,3,3,8,5,13,3,5,2,1,1,3,2,1
388,2,3,3,5,12,2,5,2,1,1,3,2,1
389,3,3,2,6,1,5,3,1,1,1,3,2,1
390,5,3,5,6,1,2,5,2,1,1,3,2,2
391,9,3,5,1,8,2,5,1,1,1,3,2,1
392,3,3,8,5,1,5,5,1,1,1,3,2,1
393,7,3,9,5,8,4,5,1,1,1,3,2,1
394,10,4,5,3,14,1,5,2,1,1,4,2,1
395,2,3,5,5,8,4,4,2,1,1,2,2,1
396,4,3,8,3,1,6,3,1,1,1,3,2,2
397,3,3,5,5,4,2,3,1,1,1,3,2,1
398,10,5,6,3,10,1,5,2,1,1,3,2,1
399,4,3,3,3,3,1,5,2,1,1,4,2,2
400,7,5,5,3,4,1,5,2,1,1,4,2,1
401,4,3,3,3,4,1,5,2,1,2,4,2,2
402,4,3,5,3,1,1,5,2,1,1,3,2,1
403,2,3,3,3,12,1,5,2,1,1,3,2,1
404,3,3,3,5,12,4,5,1,1,1,3,2,1
405,6,5,5,3,4,1,5,2,1,1,4,2,1
406,2,3,8,5,12,4,5,1,1,1,2,2,1
407,6,3,4,3,10,1,5,2,1,1,4,2,2
408,6,3,8,3,4,1,5,2,1,1,4,2,1
409,3,3,3,5,10,2,5,2,1,1,3,2,1
410,2,3,3,5,1,4,5,2,1,1,3,2,1
411,2,3,8,5,1,2,4,2,1,1,3,2,1
412,5,6,5,3,14,1,5,2,1,1,3,2,1
413,11,5,5,3,5,1,5,2,1,1,3,2,1
414,6,1,6,3,10,1,5,2,1,1,3,2,2
415,7,3,5,5,1,2,5,2,1,1,3,2,1
416,2,6,3,5,4,2,5,1,1,1,3,2,1
417,2,3,8,5,7,2,5,2,1,1,3,2,1
418,2,2,8,5,11,4,5,2,1,2,3,2,1
419,5,3,3,3,10,1,5,2,1,1,4,2,2
420,2,3,5,5,1,4,5,1,1,1,3,2,1
421,4,3,8,3,7,1,5,2,1,1,3,1,1
422,8,6,5,3,8,6,5,1,1,1,3,2,1
423,5,3,5,3,3,1,5,2,1,1,3,1,1
424,5,3,3,3,12,1,5,2,1,1,4,2,1
425,6,5,10,3,3,1,5,2,1,1,3,2,1
426,7,6,5,3,8,1,5,2,1,1,3,2,1
427,4,6,9,5,11,4,5,2,1,1,3,2,1
428,7,1,6,3,4,1,3,2,1,1,3,2,2
429,8,3,5,3,7,1,5,2,1,1,3,2,1
430,4,3,2,3,8,1,5,2,1,1,3,2,1
431,2,3,5,5,6,4,5,2,1,1,3,2,1
432,3,3,5,1,12,3,5,2,1,1,4,2,1
433,5,1,6,5,10,2,5,2,1,1,3,1,2
434,2,3,8,5,8,2,5,2,1,1,3,2,1
435,12,5,8,7,5,2,5,1,1,1,4,2,1
436,5,3,10,3,8,1,5,2,1,1,3,1,1
437,3,3,8,5,7,2,5,2,1,1,3,2,1
438,4,3,8,2,12,6,5,1,1,1,2,2,1
439,8,3,8,1,12,2,5,1,1,1,3,2,1
440,5,3,3,3,1,6,5,1,1,1,2,2,1
441,4,3,3,1,6,4,5,2,1,1,3,2,1
442,2,3,8,5,12,4,3,2,1,1,2,2,1
443,7,3,3,1,4,2,5,2,2,1,4,2,2
444,12,3,5,1,4,2,5,1,1,1,3,2,1
445,6,3,5,1,3,2,5,2,1,1,3,2,1
446,2,3,5,5,14,4,5,2,1,1,3,2,1
447,3,3,1,5,8,2,5,2,1,1,2,2,1
448,2,3,3,5,10,2,5,2,1,1,3,2,1
449,2,3,8,3,3,1,5,2,1,1,3,2,1
450,5,3,2,5,7,4,5,2,1,1,3,2,1
451,3,3,3,5,6,2,5,2,1,1,2,2,1
452,4,3,9,3,12,1,5,2,1,1,4,2,1
453,4,3,5,3,6,1,1,2,1,1,3,2,1
454,5,6,9,3,3,1,3,2,1,1,3,2,1
455,9,3,8,3,4,1,5,2,1,1,3,2,1
456,2,3,8,5,7,4,5,2,1,1,3,2,1
457,5,3,5,5,4,2,5,2,1,1,4,2,1
458,4,3,10,5,7,3,2,2,1,1,3,1,1
459,10,6,7,1,10,2,5,1,1,1,3,2,1
460,4,5,8,3,3,1,5,2,1,1,3,2,2
461,5,3,9,3,3,1,5,2,1,1,4,1,1
462,5,2,8,3,13,1,5,2,1,1,3,2,1
463,6,3,3,1,1,5,5,1,1,1,3,2,1
464,5,5,5,3,3,1,5,2,1,1,4,2,1
465,2,3,5,5,1,4,5,1,1,1,1,2,1
466,10,3,8,3,4,1,5,2,1,1,3,2,2
467,2,1,2,5,1,4,5,1,1,1,3,2,1
468,5,5,5,3,14,1,5,2,1,1,4,2,2
469,3,3,5,5,7,4,5,2,1,1,3,2,1
470,11,3,9,7,8,5,5,1,1,1,3,2,1
471,2,3,5,5,14,3,3,2,1,1,3,2,1
472,2,3,8,5,8,4,5,1,1,1,2,2,1
473,4,3,8,1,1,4,5,2,1,1,3,2,1
474,4,3,5,6,13,2,5,1,1,1,3,2,1
475,6,3,4,3,10,1,5,2,1,2,4,2,1
476,10,6,10,3,5,1,4,2,1,1,3,1,1
477,4,3,3,5,4,2,5,1,1,1,3,2,1
478,4,2,5,3,14,1,5,2,1,1,4,2,2
479,5,5,3,3,5,1,5,2,1,1,4,2,1
480,2,3,8,5,5,4,5,2,1,1,1,2,1
481,8,2,8,3,4,1,5,2,1,1,4,2,1
482,8,3,5,7,1,2,1,1,1,1,3,2,1
483,5,3,3,3,4,1,5,2,1,1,3,2,1
484,6,4,9,3,4,1,5,2,1,1,3,2,1
485,9,3,3,5,4,2,5,1,1,1,3,2,1
486,5,3,3,3,12,1,5,2,1,1,4,2,2
487,3,3,3,5,4,2,3,2,1,1,4,2,1
488,2,2,3,5,10,4,5,1,1,1,3,2,1
489,10,3,8,1,1,3,5,1,1,1,3,2,1
490,8,3,9,3,8,1,3,2,1,1,3,2,1
491,3,4,5,3,3,1,5,2,1,1,4,2,1
492,4,3,6,3,10,6,5,1,1,1,2,2,1
493,8,3,5,7,14,2,5,2,1,1,3,2,1
494,6,3,8,3,3,1,5,2,1,1,3,2,2
495,8,3,5,3,14,1,5,2,1,1,4,2,2
